name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,board,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID,Custom,Voucher,Artist
"Noxious Gearhulk",6,"Artifact Creature - Construct",B,"tdc","191",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",138319,false,false,"Lius Lasahido"
"Treasure Cruise",1,"Sorcery",U,"tsr","319",special,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",87015,false,false,"Cynthia Sheppard"
"The Legend of Kuruk",4,"Enchantment - Saga",U,"tla","355",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",145118,false,false,"Barbara Rosiak"
"Unmarked Grave",2,"Sorcery",B,"mh2","106",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",90585,false,false,"James Paick"
"Duelist of the Mind",2,"Creature - Human Advisor",U,"otj","45",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",124001,false,false,"Darren Tan"
"Miscalculation",2,"Instant",U,"ulg","36",common,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",12607,false,false,"Jeff Laubenstein"
"Quag Feast",2,"Sorcery",B,"dft","100",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",136323,false,false,"Loïc Canavaggia"
"Warren Soultrader",3,"Creature - Zombie Goblin Wizard",B,"mh3","414",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",125617,false,false,"Pete Venters"
"Stitcher's Supplier",1,"Creature - Zombie",B,"j22","73",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",137908,false,false,"Canata Katana"
"Torch the Tower",1,"Instant",R,"woe","153",common,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",116634,false,false,"Uriah Voth"
"Mystical Tutor",1,"Instant",U,"tle","308",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",145810,false,false,"Shane Beresford"
"Mayhem Devil",3,"Creature - Devil",BR,"rvr","374",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",120325,false,false,"Dmitry Burmak"
"Godless Shrine",0,"Land - Plains Swamp",,"gpt","157",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",23755,false,false,"Rob Alexander"
"Lluwen, Imperfect Naturalist",2,"Legendary Creature - Elf Druid",BG,"ecl","232",rare,Hybrid,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",146857,false,false,"Evyn Fong"
"Sevinne's Reclamation",3,"Sorcery",W,"dmr","273",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",107231,false,false,"Zoltan Boros"
"Three Steps Ahead",3,"Instant",U,"potj","75p",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Francisco Miyara"
"Grim Lavamancer",1,"Creature - Human Wizard",R,"tor","100",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",17339,false,false,"Jim Nelson"
"Jennifer Walters",2,"Legendary Creature - Human Advisor Hero",W,"msh","18",mythic,White,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",152215,false,false,"Taurin Clarke"
"City of Brass",0,"Land",,"arn","71",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Mark Tedin"
"Mana Confluence",0,"Land",,"sld","1012a",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Jabari Weathers"
"Illuminator Virtuoso",2,"Creature - Human Rogue",W,"snc","17",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",98253,false,false,"John Stanko"
"Time Warp",5,"Sorcery",U,"sta","22",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",89101,false,false,"Dominik Mayer"
"Brightglass Gearhulk",4,"Artifact Creature - Construct",GW,"dft","348",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",136845,false,false,"Jorge Gutierrez Garcia"
"Showdown of the Skalds",4,"Enchantment - Saga",RW,"khm","229",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",87801,false,false,"Steven Belledin"
"Mine Collapse",0,"Instant",R,"mh2","408",common,null,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",91089,false,false,"Bud Cook"
"Enduring Curiosity",4,"Enchantment Creature - Cat Glimmer",U,"dsk","51",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",130233,false,false,"Julie Dillon"
"Lazav, Wearer of Faces",2,"Legendary Creature - Shapeshifter Detective",BU,"mkm","318",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",121234,false,false,"Julie Dillon"
"Tamiyo, Collector of Tales",4,"Legendary Planeswalker - Tamiyo",GU,"war","220",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",72046,false,false,"Chase Stone"
"Transmute Artifact",2,"Sorcery",U,"atq","14",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Anson Maddocks"
"Gamble",1,"Sorcery",R,"tle","312",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",145818,false,false,"Irina Nordsol"
"Goblin Engineer",2,"Creature - Goblin Artificer",R,"tsr","345",special,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",87067,false,false,"Jehan Choo"
"Grindstone",1,"Artifact",,"tmp","290",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",9747,false,false,"Greg Simanson"
"Painter's Servant",2,"Artifact Creature - Scarecrow",,"spg","147",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",147243,false,false,"Ryan Riller"
"Traumatic Critique",2,"Instant",RU,"sos","239",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",149977,false,false,"Aaron Miller"
"Commercial District",0,"Land - Mountain Forest",,"mkm","259",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",122010,false,false,"Julian Kok Joon Wen"
"Utopia Sprawl",1,"Enchantment - Aura",G,"sld","7070",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Mark Poole"
"Arbor Elf",1,"Creature - Elf Druid",G,"ltc","232",common,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",112818,false,false,"Inka Schulz"
"Lord Skitter, Sewer King",3,"Legendary Creature - Rat Noble",B,"woe","97",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",116510,false,false,"Jesper Ejsing"
"Floodpits Drowner",2,"Creature - Merfolk",U,"dsk","59",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",130249,false,false,"John Tedrick"
"Ark of Hunger",4,"Artifact",RW,"sos","344",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",150191,false,false,"Ksenia Kim"
"Zirda, the Dawnwaker",3,"Legendary Creature - Elemental Fox",RW,"iko","360",rare,Hybrid,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Jesper Ejsing"
"Cosmogrand Zenith",3,"Creature - Human Soldier",W,"eoe","9",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",142631,false,false,"Anna Steinbauer"
"Summon: Good King Mog XII",5,"Enchantment Creature - Saga Moogle",W,"fic","194",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",140849,false,false,"Minoru"
"Party Thrasher",2,"Creature - Lizard Wizard",R,"mh3","419",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",125627,false,false,"Leanna Crossan"
"March of Wretched Sorrow",1,"Instant",B,"neo","380",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Sansyu"
"Syr Vondam, Sunstar Exemplar",2,"Legendary Creature - Human Knight",BW,"eoe","302",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",143197,false,false,"Jeremy Wilson"
"Scheming Silvertongue",2,"Creature - Vampire Warlock",B,"sos","99",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",149697,false,false,"Anna Steinbauer"
"Haliya, Guided by Light",3,"Legendary Creature - Human Soldier",W,"eoe","289",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",143171,false,false,"Eleonor Piteira"
"Cloak and Dagger, Entwined",3,"Legendary Creature - Human Hero",BW,"msh","211",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",152609,false,false,"Rimas Valeikis"
"Bitterbloom Bearer",2,"Creature - Faerie Rogue",B,"ecl","310",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",147133,false,false,"Taryn Knight"
"Restoration Angel",4,"Creature - Angel",W,"avr","32",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",44009,false,false,"Johannes Voss"
"Kogla, the Titan Ape",6,"Legendary Creature - Ape",G,"sld","1274",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Steve Ellis"
"Bone Shards",1,"Sorcery",B,"mh2","395",common,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",91063,false,false,"Tommy Arnold"
"Wight of the Reliquary",2,"Creature - Zombie Knight",BG,"soc","338",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",149143,false,false,"Scott Murphy"
"Cathar Commando",2,"Creature - Human Soldier",W,"inr","336",common,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",134958,false,false,"Evyn Fong"
"Escape to the Wilds",5,"Sorcery",GR,"eoc","115",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",142367,false,false,"Chris Ostrowski"
"Patchwork Beastie",1,"Artifact Creature - Beast",G,"dsk","195",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",130521,false,false,"John Tedrick"
"Tameshi, Reality Architect",3,"Legendary Creature - Moonfolk Wizard",U,"neo","375",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Koji Nishino"
"Nissa, Who Shakes the World",5,"Legendary Planeswalker - Nissa",G,"blc","84",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",128289,false,false,"Adam Vehige"
"Concealing Curtains",1,"Creature - Wall",B,"vow","101",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",94522,false,false,"Brian Valeza"
